Description|Price|Rating|ReviewCount|Url
Description|Price|Rating|ReviewCount|Url
Apple iPad (8th Gen) 128 GB ROM 10.2 inch with Wi-Fi Only (Gold)|₹37,900|4.7|7,651 Ratings & 764 Reviews|https://www.flipkart.com/apple-ipad-8th-gen-128-gb-rom-10-2-inch-wi-fi-only-gold/p/itmd2734cefa2b63?pid=TABFVZD24YUDZZTC&lid=LSTTABFVZD24YUDZZTCLDC7UN&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_7_149&otracker=search&otracker1=search&fm=organic&iid=91aea929-00b1-4504-a051-8b37d95886e6.TABFVZD24YUDZZTC.SEARCH&ppt=sp&ppn=sp&ssid=ijhwff5z740000001709629185005&qH=09401fded433c347
Apple iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Gold)|₹38,600|4.7|33,269 Ratings & 3,036 Reviews|https://www.flipkart.com/apple-ipad-6th-gen-32-gb-rom-9-7-inch-wi-fi-4g-gold/p/itm125ccb7932713?pid=TABF455EPKQMXWNK&lid=LSTTABF455EPKQMXWNK0FMKFI&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_7_150&otracker=search&otracker1=search&fm=organic&iid=91aea929-00b1-4504-a051-8b37d95886e6.TABF455EPKQMXWNK.SEARCH&ppt=sp&ppn=sp&ssid=ijhwff5z740000001709629185005&qH=09401fded433c347
Apple iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Space Grey)|₹38,600|4.7|33,269 Ratings & 3,036 Reviews|https://www.flipkart.com/apple-ipad-6th-gen-32-gb-rom-9-7-inch-wi-fi-4g-space-grey/p/itmef726f4216ba4?pid=TABF455EF7GNZKFQ&lid=LSTTABF455EF7GNZKFQENBANL&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_7_151&otracker=search&otracker1=search&fm=organic&iid=91aea929-00b1-4504-a051-8b37d95886e6.TABF455EF7GNZKFQ.SEARCH&ppt=sp&ppn=sp&ssid=ijhwff5z740000001709629185005&qH=09401fded433c347
Apple iPad 32 GB ROM 9.7 inch with Wi-Fi+4G (Silver)|₹38,600|4.6|12,034 Ratings & 1,662 Reviews|https://www.flipkart.com/apple-ipad-32-gb-rom-9-7-inch-wi-fi-4g-silver/p/itmc3258931a108d?pid=TABESPZMRSJBT9ZX&lid=LSTTABESPZMRSJBT9ZXWKGC7U&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_7_152&otracker=search&otracker1=search&fm=organic&iid=91aea929-00b1-4504-a051-8b37d95886e6.TABESPZMRSJBT9ZX.SEARCH&ppt=sp&ppn=sp&ssid=ijhwff5z740000001709629185005&qH=09401fded433c347
Apple iPad 32 GB ROM 9.7 inch with Wi-Fi+4G (Gold)|₹38,600|4.6|12,034 Ratings & 1,662 Reviews|https://www.flipkart.com/apple-ipad-32-gb-rom-9-7-inch-wi-fi-4g-gold/p/itmfbbd504de144e?pid=TABESPZMUAUXBD25&lid=LSTTABESPZMUAUXBD25WKURVJ&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_7_153&otracker=search&otracker1=search&fm=organic&iid=91aea929-00b1-4504-a051-8b37d95886e6.TABESPZMUAUXBD25.SEARCH&ppt=sp&ppn=sp&ssid=ijhwff5z740000001709629185005&qH=09401fded433c347
Apple iPad 32 GB ROM 9.7 inch with Wi-Fi+4G (Space Grey)|₹38,600|4.6|12,034 Ratings & 1,662 Reviews|https://www.flipkart.com/apple-ipad-32-gb-rom-9-7-inch-wi-fi-4g-space-grey/p/itmf40706454d76c?pid=TABESPZMKHMUVFHG&lid=LSTTABESPZMKHMUVFHGGXZTJK&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_7_154&otracker=search&otracker1=search&fm=organic&iid=91aea929-00b1-4504-a051-8b37d95886e6.TABESPZMKHMUVFHG.SEARCH&ppt=sp&ppn=sp&ssid=ijhwff5z740000001709629185005&qH=09401fded433c347
Apple iPad (7th Gen) 32 GB ROM 10.2 inch with Wi-Fi+4G (Gold)|₹38,643|4.6|13,731 Ratings & 1,165 Reviews|https://www.flipkart.com/apple-ipad-7th-gen-32-gb-rom-10-2-inch-wi-fi-4g-gold/p/itmc2ae85d68a882?pid=TABFHF3A4XG8QHCD&lid=LSTTABFHF3A4XG8QHCDT6TKTS&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_7_155&otracker=search&otracker1=search&fm=organic&iid=91aea929-00b1-4504-a051-8b37d95886e6.TABFHF3A4XG8QHCD.SEARCH&ppt=sp&ppn=sp&ssid=ijhwff5z740000001709629185005&qH=09401fded433c347
Apple iPad (7th Gen) 32 GB ROM 10.2 inch with Wi-Fi+4G (Space Grey)|₹40,319|4.6|13,731 Ratings & 1,165 Reviews|https://www.flipkart.com/apple-ipad-7th-gen-32-gb-rom-10-2-inch-wi-fi-4g-space-grey/p/itmac7b891c8c7a6?pid=TABFHF3ACWVFRQ89&lid=LSTTABFHF3ACWVFRQ89VDOWMP&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_7_156&otracker=search&otracker1=search&fm=organic&iid=91aea929-00b1-4504-a051-8b37d95886e6.TABFHF3ACWVFRQ89.SEARCH&ppt=sp&ppn=sp&ssid=ijhwff5z740000001709629185005&qH=09401fded433c347
Apple iPad Air 2 16 GB 9.7 inch with Wi-Fi+4G|₹41,900|4.6|1,700 Ratings & 241 Reviews|https://www.flipkart.com/apple-ipad-air-2-16-gb-9-7-inch-wi-fi-4g/p/itmabb80eb581f01?pid=TABEFXTYYJVFFFFG&lid=LSTTABEFXTYYJVFFFFGUBVWUQ&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_7_157&otracker=search&otracker1=search&fm=organic&iid=91aea929-00b1-4504-a051-8b37d95886e6.TABEFXTYYJVFFFFG.SEARCH&ppt=sp&ppn=sp&ssid=ijhwff5z740000001709629185005&qH=09401fded433c347
Apple iPad (8th Gen) 32 GB ROM 10.2 inch with Wi-Fi+4G (Gold)|₹41,900|4.7|7,651 Ratings & 764 Reviews|https://www.flipkart.com/apple-ipad-8th-gen-32-gb-rom-10-2-inch-wi-fi-4g-gold/p/itm3903bebbc8e8f?pid=TABFVZD2QFUUEK2G&lid=LSTTABFVZD2QFUUEK2GYQ5Q87&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_7_158&otracker=search&otracker1=search&fm=organic&iid=91aea929-00b1-4504-a051-8b37d95886e6.TABFVZD2QFUUEK2G.SEARCH&ppt=sp&ppn=sp&ssid=ijhwff5z740000001709629185005&qH=09401fded433c347
Apple iPad (8th Gen) 32 GB ROM 10.2 inch with Wi-Fi+4G (Space Grey)|₹41,900|4.7|7,651 Ratings & 764 Reviews|https://www.flipkart.com/apple-ipad-8th-gen-32-gb-rom-10-2-inch-wi-fi-4g-space-grey/p/itmc4e3be55abcdb?pid=TABFVZD234HS9CAE&lid=LSTTABFVZD234HS9CAEF56PEG&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_7_159&otracker=search&otracker1=search&fm=organic&iid=91aea929-00b1-4504-a051-8b37d95886e6.TABFVZD234HS9CAE.SEARCH&ppt=sp&ppn=sp&ssid=ijhwff5z740000001709629185005&qH=09401fded433c347
Apple iPad (8th Gen) 32 GB ROM 10.2 inch with Wi-Fi+4G (Silver)|₹41,900|4.7|7,651 Ratings & 764 Reviews|https://www.flipkart.com/apple-ipad-8th-gen-32-gb-rom-10-2-inch-wi-fi-4g-silver/p/itm8753a387648cb?pid=TABFVZD2GFVWRWYP&lid=LSTTABFVZD2GFVWRWYPUHVYV3&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_7_160&otracker=search&otracker1=search&fm=organic&iid=91aea929-00b1-4504-a051-8b37d95886e6.TABFVZD2GFVWRWYP.SEARCH&ppt=sp&ppn=sp&ssid=ijhwff5z740000001709629185005&qH=09401fded433c347
Apple iPad mini 4 2 GB RAM 128 GB ROM 7.9 inch with Wi-Fi Only (Silver)|₹42,900|4.4|417 Ratings & 63 Reviews|https://www.flipkart.com/apple-ipad-mini-4-2-gb-ram-128-rom-7-9-inch-wi-fi-only-silver/p/itm31edce2f7fc7b?pid=TABECTWGTUQPWWJF&lid=LSTTABECTWGTUQPWWJF8FZX8D&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_7_161&otracker=search&otracker1=search&fm=organic&iid=91aea929-00b1-4504-a051-8b37d95886e6.TABECTWGTUQPWWJF.SEARCH&ppt=sp&ppn=sp&ssid=ijhwff5z740000001709629185005&qH=09401fded433c347
Apple iPad mini 4 128 GB 7.9 inch with Wi-Fi+4G|₹42,900|4.4|417 Ratings & 63 Reviews|https://www.flipkart.com/apple-ipad-mini-4-128-gb-7-9-inch-wi-fi-4g/p/itm3a09db60241a5?pid=TABECEFSWNHYFY8K&lid=LSTTABECEFSWNHYFY8KCWGQQ0&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_7_162&otracker=search&otracker1=search&fm=organic&iid=91aea929-00b1-4504-a051-8b37d95886e6.TABECEFSWNHYFY8K.SEARCH&ppt=sp&ppn=sp&ssid=ijhwff5z740000001709629185005&qH=09401fded433c347
Apple iPad (9th Gen) 256 GB ROM 10.2 inch with Wi-Fi Only (Silver)|₹42,999|4.6|38,262 Ratings & 2,835 Reviews|https://www.flipkart.com/apple-ipad-9th-gen-256-gb-rom-10-2-inch-wi-fi-only-silver/p/itm7205b90586f18?pid=TABG6VNCXQAMUV4F&lid=LSTTABG6VNCXQAMUV4FR41VVA&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_7_163&otracker=search&otracker1=search&fm=organic&iid=91aea929-00b1-4504-a051-8b37d95886e6.TABG6VNCXQAMUV4F.SEARCH&ppt=sp&ppn=sp&ssid=ijhwff5z740000001709629185005&qH=09401fded433c347
Apple iPad mini 4 128 GB 7.9 inch with Wi-Fi+4G|₹44,500|4.4|417 Ratings & 63 Reviews|https://www.flipkart.com/apple-ipad-mini-4-128-gb-7-9-inch-wi-fi-4g/p/itm4f9e0f4240494?pid=TABECTWGKZHHGX2K&lid=LSTTABECTWGKZHHGX2KUGWYCJ&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_7_164&otracker=search&otracker1=search&fm=organic&iid=91aea929-00b1-4504-a051-8b37d95886e6.TABECTWGKZHHGX2K.SEARCH&ppt=sp&ppn=sp&ssid=ijhwff5z740000001709629185005&qH=09401fded433c347
Apple iPad Air 64 GB ROM 10.5 inch with Wi-Fi Only (Space Grey)|₹44,900|4.7|2,462 Ratings & 275 Reviews|https://www.flipkart.com/apple-ipad-air-64-gb-rom-10-5-inch-wi-fi-only-space-grey/p/itm564d967de57a1?pid=TABFETM4RTXZAUVY&lid=LSTTABFETM4RTXZAUVYUTM236&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_7_165&otracker=search&otracker1=search&fm=organic&iid=91aea929-00b1-4504-a051-8b37d95886e6.TABFETM4RTXZAUVY.SEARCH&ppt=sp&ppn=sp&ssid=ijhwff5z740000001709629185005&qH=09401fded433c347
Apple iPad Air 64 GB ROM 10.5 inch with Wi-Fi Only (Silver)|₹44,900|4.7|2,462 Ratings & 275 Reviews|https://www.flipkart.com/apple-ipad-air-64-gb-rom-10-5-inch-wi-fi-only-silver/p/itm65a9f1c200e57?pid=TABFETM44GENGGJA&lid=LSTTABFETM44GENGGJAYU7P5T&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_7_166&otracker=search&otracker1=search&fm=organic&iid=91aea929-00b1-4504-a051-8b37d95886e6.TABFETM44GENGGJA.SEARCH&ppt=sp&ppn=sp&ssid=ijhwff5z740000001709629185005&qH=09401fded433c347
Apple iPad Air 64 GB ROM 10.5 inch with Wi-Fi Only (Gold)|₹44,900|4.7|2,462 Ratings & 275 Reviews|https://www.flipkart.com/apple-ipad-air-64-gb-rom-10-5-inch-wi-fi-only-gold/p/itm2bca35ba47783?pid=TABFETM4JHFVFED5&lid=LSTTABFETM4JHFVFED55124AK&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_7_167&otracker=search&otracker1=search&fm=organic&iid=91aea929-00b1-4504-a051-8b37d95886e6.TABFETM4JHFVFED5.SEARCH&ppt=sp&ppn=sp&ssid=ijhwff5z740000001709629185005&qH=09401fded433c347
Apple iPad mini 4 128 GB 7.9 inch with Wi-Fi+4G|₹45,900|4.4|417 Ratings & 63 Reviews|https://www.flipkart.com/apple-ipad-mini-4-128-gb-7-9-inch-wi-fi-4g/p/itmbda95cf26a44b?pid=TABECTWGR4RT2ZFH&lid=LSTTABECTWGR4RT2ZFHZPZ6ZE&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_7_168&otracker=search&otracker1=search&fm=organic&iid=91aea929-00b1-4504-a051-8b37d95886e6.TABECTWGR4RT2ZFH.SEARCH&ppt=sp&ppn=sp&ssid=ijhwff5z740000001709629185005&qH=09401fded433c347
Apple iPad (6th Gen) 128 GB ROM 9.7 inch with Wi-Fi+4G (Gold)|₹46,300|4.7|33,269 Ratings & 3,036 Reviews|https://www.flipkart.com/apple-ipad-6th-gen-128-gb-rom-9-7-inch-wi-fi-4g-gold/p/itmfecacfab07e6a?pid=TABF455EJGCZEZXE&lid=LSTTABF455EJGCZEZXEDWZJBH&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_8_169&otracker=search&otracker1=search&fm=organic&iid=50c92d83-a10d-4763-82cb-3584be45fb4d.TABF455EJGCZEZXE.SEARCH&ppt=sp&ppn=sp&ssid=91o76jkog00000001709629186782&qH=09401fded433c347
Apple iPad (6th Gen) 128 GB ROM 9.7 inch with Wi-Fi+4G (Space Grey)|₹46,300|4.7|33,269 Ratings & 3,036 Reviews|https://www.flipkart.com/apple-ipad-6th-gen-128-gb-rom-9-7-inch-wi-fi-4g-space-grey/p/itm932689536eeff?pid=TABF455ERAE5R8ZN&lid=LSTTABF455ERAE5R8ZNRECIFZ&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_8_170&otracker=search&otracker1=search&fm=organic&iid=50c92d83-a10d-4763-82cb-3584be45fb4d.TABF455ERAE5R8ZN.SEARCH&ppt=sp&ppn=sp&ssid=91o76jkog00000001709629186782&qH=09401fded433c347
Apple iPad 128 GB ROM 9.7 inch with Wi-Fi+4G (Silver)|₹46,300|4.6|12,034 Ratings & 1,662 Reviews|https://www.flipkart.com/apple-ipad-128-gb-rom-9-7-inch-wi-fi-4g-silver/p/itmd5f059c506a69?pid=TABESPZMRDUVEEMG&lid=LSTTABESPZMRDUVEEMGANOR59&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_8_171&otracker=search&otracker1=search&fm=organic&iid=50c92d83-a10d-4763-82cb-3584be45fb4d.TABESPZMRDUVEEMG.SEARCH&ppt=sp&ppn=sp&ssid=91o76jkog00000001709629186782&qH=09401fded433c347
Apple iPad 128 GB ROM 9.7 inch with Wi-Fi+4G (Space Grey)|₹46,300|4.6|12,034 Ratings & 1,662 Reviews|https://www.flipkart.com/apple-ipad-128-gb-rom-9-7-inch-wi-fi-4g-space-grey/p/itm75f0da8b35818?pid=TABESPZMNTUYEZWZ&lid=LSTTABESPZMNTUYEZWZHKGOYR&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_8_172&otracker=search&otracker1=search&fm=organic&iid=50c92d83-a10d-4763-82cb-3584be45fb4d.TABESPZMNTUYEZWZ.SEARCH&ppt=sp&ppn=sp&ssid=91o76jkog00000001709629186782&qH=09401fded433c347
Apple iPad (6th Gen) 128 GB ROM 9.7 inch with Wi-Fi+4G (Silver)|₹46,300|4.7|33,269 Ratings & 3,036 Reviews|https://www.flipkart.com/apple-ipad-6th-gen-128-gb-rom-9-7-inch-wi-fi-4g-silver/p/itm75c36ff3bb722?pid=TABF455EVTK6WRCP&lid=LSTTABF455EVTK6WRCPWPUKIP&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_8_173&otracker=search&otracker1=search&fm=organic&iid=50c92d83-a10d-4763-82cb-3584be45fb4d.TABF455EVTK6WRCP.SEARCH&ppt=sp&ppn=sp&ssid=91o76jkog00000001709629186782&qH=09401fded433c347
Apple iPad 128 GB ROM 9.7 inch with Wi-Fi+4G (Gold)|₹46,300|4.6|12,034 Ratings & 1,662 Reviews|https://www.flipkart.com/apple-ipad-128-gb-rom-9-7-inch-wi-fi-4g-gold/p/itm780f7fa675e3c?pid=TABESPZMNCYHUP9G&lid=LSTTABESPZMNCYHUP9GVHNYEF&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_8_174&otracker=search&otracker1=search&fm=organic&iid=50c92d83-a10d-4763-82cb-3584be45fb4d.TABESPZMNCYHUP9G.SEARCH&ppt=sp&ppn=sp&ssid=91o76jkog00000001709629186782&qH=09401fded433c347
Apple iPad (7th Gen) 128 GB ROM 10.2 inch with Wi-Fi+4G (Space Grey)|₹46,530|4.6|13,731 Ratings & 1,165 Reviews|https://www.flipkart.com/apple-ipad-7th-gen-128-gb-rom-10-2-inch-wi-fi-4g-space-grey/p/itm63fd376f31f15?pid=TABFHF3AKF2YHM4K&lid=LSTTABFHF3AKF2YHM4KFQ3OME&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_8_175&otracker=search&otracker1=search&fm=organic&iid=50c92d83-a10d-4763-82cb-3584be45fb4d.TABFHF3AKF2YHM4K.SEARCH&ppt=sp&ppn=sp&ssid=91o76jkog00000001709629186782&qH=09401fded433c347
Apple iPad mini (6th Gen) 64 GB ROM 8.3 inch with Wi-Fi Only (Pink)|₹46,900|4.6|939 Ratings & 93 Reviews|https://www.flipkart.com/apple-ipad-mini-6th-gen-64-gb-rom-8-3-inch-wi-fi-only-pink/p/itmcf5eb12422443?pid=TABG6VNR693CFCCU&lid=LSTTABG6VNR693CFCCUKZHLSV&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_8_176&otracker=search&otracker1=search&fm=organic&iid=50c92d83-a10d-4763-82cb-3584be45fb4d.TABG6VNR693CFCCU.SEARCH&ppt=sp&ppn=sp&ssid=91o76jkog00000001709629186782&qH=09401fded433c347
Apple iPad Pro 64 GB ROM 10.5 inch with Wi-Fi Only (Silver)|₹47,900|4.7|3,215 Ratings & 390 Reviews|https://www.flipkart.com/apple-ipad-pro-64-gb-rom-10-5-inch-wi-fi-only-silver/p/itmdb2172a77534a?pid=TABEUQASVDFJFNGV&lid=LSTTABEUQASVDFJFNGVIPAHOG&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_8_177&otracker=search&otracker1=search&fm=organic&iid=50c92d83-a10d-4763-82cb-3584be45fb4d.TABEUQASVDFJFNGV.SEARCH&ppt=sp&ppn=sp&ssid=91o76jkog00000001709629186782&qH=09401fded433c347
Apple iPad Pro 64 GB ROM 10.5 inch with Wi-Fi Only (Space Grey)|₹47,900|4.7|3,215 Ratings & 390 Reviews|https://www.flipkart.com/apple-ipad-pro-64-gb-rom-10-5-inch-wi-fi-only-space-grey/p/itm05d313526f4ce?pid=TABEUQASE39QBBSY&lid=LSTTABEUQASE39QBBSYGZOSZK&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_8_178&otracker=search&otracker1=search&fm=organic&iid=50c92d83-a10d-4763-82cb-3584be45fb4d.TABEUQASE39QBBSY.SEARCH&ppt=sp&ppn=sp&ssid=91o76jkog00000001709629186782&qH=09401fded433c347
Apple iPad Pro 64 GB ROM 10.5 inch with Wi-Fi Only (Gold)|₹47,900|4.7|3,215 Ratings & 390 Reviews|https://www.flipkart.com/apple-ipad-pro-64-gb-rom-10-5-inch-wi-fi-only-gold/p/itm3ac708ff7d422?pid=TABEUQASQJZSFK7Y&lid=LSTTABEUQASQJZSFK7YVUGEYD&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_8_179&otracker=search&otracker1=search&fm=organic&iid=50c92d83-a10d-4763-82cb-3584be45fb4d.TABEUQASQJZSFK7Y.SEARCH&ppt=sp&ppn=sp&ssid=91o76jkog00000001709629186782&qH=09401fded433c347
Apple iPad (7th Gen) 128 GB ROM 10.2 inch with Wi-Fi+4G (Gold)|₹47,922|4.6|13,731 Ratings & 1,165 Reviews|https://www.flipkart.com/apple-ipad-7th-gen-128-gb-rom-10-2-inch-wi-fi-4g-gold/p/itm8e683960f0884?pid=TABFHF3A8JVWTA5U&lid=LSTTABFHF3A8JVWTA5UQOTW5N&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_8_180&otracker=search&otracker1=search&fm=organic&iid=50c92d83-a10d-4763-82cb-3584be45fb4d.TABFHF3A8JVWTA5U.SEARCH&ppt=sp&ppn=sp&ssid=91o76jkog00000001709629186782&qH=09401fded433c347
Apple iPad mini (6th Gen) 64 GB ROM 8.3 inch with Wi-Fi Only (Starlight)|₹48,399|4.6|939 Ratings & 93 Reviews|https://www.flipkart.com/apple-ipad-mini-6th-gen-64-gb-rom-8-3-inch-wi-fi-only-starlight/p/itm8caa558213908?pid=TABG6VNRXAYXG5AK&lid=LSTTABG6VNRXAYXG5AKOYDSCW&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_8_181&otracker=search&otracker1=search&fm=organic&iid=50c92d83-a10d-4763-82cb-3584be45fb4d.TABG6VNRXAYXG5AK.SEARCH&ppt=sp&ppn=sp&ssid=91o76jkog00000001709629186782&qH=09401fded433c347
Apple iPad (7th Gen) 128 GB ROM 10.2 inch with Wi-Fi+4G (Silver)|₹48,900|4.6|13,731 Ratings & 1,165 Reviews|https://www.flipkart.com/apple-ipad-7th-gen-128-gb-rom-10-2-inch-wi-fi-4g-silver/p/itm7f3f2bf92d72b?pid=TABFHF3AJDWYFFGH&lid=LSTTABFHF3AJDWYFFGHJKDKJO&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_8_182&otracker=search&otracker1=search&fm=organic&iid=50c92d83-a10d-4763-82cb-3584be45fb4d.TABFHF3AJDWYFFGH.SEARCH&ppt=sp&ppn=sp&ssid=91o76jkog00000001709629186782&qH=09401fded433c347
Apple iPad (8th Gen) 128 GB ROM 10.2 inch with Wi-Fi+4G (Space Grey)|₹49,900|4.7|7,651 Ratings & 764 Reviews|https://www.flipkart.com/apple-ipad-8th-gen-128-gb-rom-10-2-inch-wi-fi-4g-space-grey/p/itm5a4c5aea85315?pid=TABFVZD2REEVFFHM&lid=LSTTABFVZD2REEVFFHMRTNQTV&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_8_183&otracker=search&otracker1=search&fm=organic&iid=50c92d83-a10d-4763-82cb-3584be45fb4d.TABFVZD2REEVFFHM.SEARCH&ppt=sp&ppn=sp&ssid=91o76jkog00000001709629186782&qH=09401fded433c347
Apple iPad Pro 32 GB 9.7 inch with Wi-Fi Only|₹49,900|4.5|380 Ratings & 64 Reviews|https://www.flipkart.com/apple-ipad-pro-32-gb-9-7-inch-wi-fi-only/p/itm0acbc95fc59cc?pid=TABEPQGCKAF3FYAJ&lid=LSTTABEPQGCKAF3FYAJ6RYSCJ&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_8_184&otracker=search&otracker1=search&fm=organic&iid=50c92d83-a10d-4763-82cb-3584be45fb4d.TABEPQGCKAF3FYAJ.SEARCH&ppt=sp&ppn=sp&ssid=91o76jkog00000001709629186782&qH=09401fded433c347
Apple iPad (8th Gen) 128 GB ROM 10.2 inch with Wi-Fi+4G (Gold)|₹49,900|4.7|7,651 Ratings & 764 Reviews|https://www.flipkart.com/apple-ipad-8th-gen-128-gb-rom-10-2-inch-wi-fi-4g-gold/p/itmd12369b1253eb?pid=TABFVZD2SPRZKHGH&lid=LSTTABFVZD2SPRZKHGHPYPUVT&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_8_185&otracker=search&otracker1=search&fm=organic&iid=50c92d83-a10d-4763-82cb-3584be45fb4d.TABFVZD2SPRZKHGH.SEARCH&ppt=sp&ppn=sp&ssid=91o76jkog00000001709629186782&qH=09401fded433c347
Apple iPad (8th Gen) 128 GB ROM 10.2 inch with Wi-Fi+4G (Silver)|₹49,900|4.7|7,651 Ratings & 764 Reviews|https://www.flipkart.com/apple-ipad-8th-gen-128-gb-rom-10-2-inch-wi-fi-4g-silver/p/itm93276649d0cd3?pid=TABFVZD2ZR76AYCQ&lid=LSTTABFVZD2ZR76AYCQW2FQ0M&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_8_186&otracker=search&otracker1=search&fm=organic&iid=50c92d83-a10d-4763-82cb-3584be45fb4d.TABFVZD2ZR76AYCQ.SEARCH&ppt=sp&ppn=sp&ssid=91o76jkog00000001709629186782&qH=09401fded433c347
Apple iPad Pro 64 GB ROM 10.5 inch with Wi-Fi Only (Rose Gold)|₹49,999|4.7|3,215 Ratings & 390 Reviews|https://www.flipkart.com/apple-ipad-pro-64-gb-rom-10-5-inch-wi-fi-only-rose-gold/p/itm00f997d92508d?pid=TABEUQASYZJ9FXHD&lid=LSTTABEUQASYZJ9FXHDZPQJKD&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_8_187&otracker=search&otracker1=search&fm=organic&iid=50c92d83-a10d-4763-82cb-3584be45fb4d.TABEUQASYZJ9FXHD.SEARCH&ppt=sp&ppn=sp&ssid=91o76jkog00000001709629186782&qH=09401fded433c347
Apple iPad Air (4th Gen) 64 GB ROM 10.9 inch with Wi-Fi Only (Silver)|₹52,900|4.7|9,275 Ratings & 645 Reviews|https://www.flipkart.com/apple-ipad-air-4th-gen-64-gb-rom-10-9-inch-wi-fi-only-silver/p/itm96f7c4a8b0e7f?pid=TABFVZD2NYNDB64T&lid=LSTTABFVZD2NYNDB64TZOCG5Q&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_8_188&otracker=search&otracker1=search&fm=organic&iid=50c92d83-a10d-4763-82cb-3584be45fb4d.TABFVZD2NYNDB64T.SEARCH&ppt=sp&ppn=sp&ssid=91o76jkog00000001709629186782&qH=09401fded433c347
Apple iPad Air (4th Gen) 64 GB ROM 10.9 inch with Wi-Fi Only (Rose Gold)|₹52,900|4.7|9,275 Ratings & 645 Reviews|https://www.flipkart.com/apple-ipad-air-4th-gen-64-gb-rom-10-9-inch-wi-fi-only-rose-gold/p/itme339ab44de57e?pid=TABFVZD2B94GPFGV&lid=LSTTABFVZD2B94GPFGVBY2IAT&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_8_189&otracker=search&otracker1=search&fm=organic&iid=50c92d83-a10d-4763-82cb-3584be45fb4d.TABFVZD2B94GPFGV.SEARCH&ppt=sp&ppn=sp&ssid=91o76jkog00000001709629186782&qH=09401fded433c347
Apple iPad Air (4th Gen) 64 GB ROM 10.9 inch with Wi-Fi Only (Sky Blue)|₹52,900|4.7|9,275 Ratings & 645 Reviews|https://www.flipkart.com/apple-ipad-air-4th-gen-64-gb-rom-10-9-inch-wi-fi-only-sky-blue/p/itmc98be12894409?pid=TABFVZD2WDABT5TD&lid=LSTTABFVZD2WDABT5TDFGSQIM&marketplace=FLIPKART&q=ipad&store=tyy%2Fhry&srno=s_8_190&otracker=search&otracker1=search&fm=organic&iid=50c92d83-a10d-4763-82cb-3584be45fb4d.TABFVZD2WDABT5TD.SEARCH&ppt=sp&ppn=sp&ssid=91o76jkog00000001709629186782&qH=09401fded433c347
